id,type,title,content,source,url,username,country,language,category,source_reliability,status,ai_analysis,custom_text,posted_content,tweet_id,posted_at,approved_at,rejected_at,created_at
1763258653,news,"Two dead, 18 hurt in South Korea after truck crashes into market","A light truck crashed into a market in South Korea, ploughing 150 metres along a passageway lined with stalls before coming to a halt, killing two people and injuring 18, according to emergency officials and media reports.",Press TV (Iran),"https://presstv.ir/Detail/2025/11/13/758753/Two-dead,-18-hurt-in-South-Korea-after-truck-crashes-into-market,-media-reports-say",,Iran,english,middle-east,7,pending,"{""approved"": true, ""reason"": ""Contains: market"", ""sentiment"": ""neutral"", ""confidence"": 0.6000000000000001, ""relevant_keywords"": [""market""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:04:13.291244
1763258653,news,Iran showcases ambition and advances at military museum after setbacks of Israel war,"NBC News was given exclusive access to The National Aerospace Park in Tehran as Iran, Israel and the U.S. could be heading for another war.",NBC News World,https://www.nbcnews.com/world/iran/iran-aerospace-museum-military-advances-israel-war-irgc-rcna243577,,USA,english,americas,8,pending,"{""approved"": true, ""reason"": ""Contains: news"", ""sentiment"": ""neutral"", ""confidence"": 0.6000000000000001, ""relevant_keywords"": [""news""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:04:13.299281
1763258653,news,"Crawling to escape slaughter, people flee Sudan paramilitary group on their hands and knees",Malnourished people are crawling through the desert on their elbows and knees in fear of being caught by fighters from Sudan’s paramilitary Rapid Support Forces.,NBC News World,https://www.nbcnews.com/world/africa/sudan-rapid-support-forces-paramilitary-army-el-fasher-slaughter-rcna242062,,USA,english,americas,8,pending,"{""approved"": true, ""reason"": ""Contains: finance(para)"", ""sentiment"": ""neutral"", ""confidence"": 0.6000000000000001, ""relevant_keywords"": [""finance(para)""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:04:13.303609
1763258653,news,What to know about Elon Musk and China with Tesla's massive 'Gigafactory' in Shanghai,Billionaire tech executive Elon Musk’s relationship with party leaders in China is in the spotlight as the trade war ramps up. NBC News’ Janis Mackey Frayer reports on what this means for his popularity in the country.,NBC News World,https://www.nbcnews.com/now/video/what-to-know-about-elon-musk-and-china-with-tesla-s-massive-gigafactory-in-shanghai-234872389993,,USA,english,americas,8,pending,"{""approved"": true, ""reason"": ""Contains: news"", ""sentiment"": ""neutral"", ""confidence"": 0.6000000000000001, ""relevant_keywords"": [""news""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:04:13.308282
1763258653,news,Dozens rescued after catamaran sinks,A tourist excursion took a shocking turn off the coast of the Dominican Republic when a catamaran started sinking. The emergency sparked a rescue operation and everyone onboard was saved according to officials. NBC News’ George Solis has the story.,NBC News World,https://www.nbcnews.com/nightly-news/video/dozens-rescued-after-catamaran-sinks-251812421902,,USA,english,americas,8,pending,"{""approved"": true, ""reason"": ""Contains: news"", ""sentiment"": ""neutral"", ""confidence"": 0.6000000000000001, ""relevant_keywords"": [""news""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:04:13.313681
1763258653,news,Russia's first AI humanoid robot falls on stage,Russia's first-ever artificial intelligence humanoid robot fell on stage while making it's debut at a technology event. This comes as many countries all over the world are entering the market of humanoid robots. NBC News' Raf Sanchez has more on the emergence of AI empowered bots.,NBC News World,https://www.nbcnews.com/video/russia-s-first-ai-humanoid-robot-falls-on-stage-252025413939,,USA,english,americas,8,pending,"{""approved"": true, ""reason"": ""Contains: market, news, technology"", ""sentiment"": ""negative"", ""confidence"": 0.7000000000000001, ""relevant_keywords"": [""market"", ""news"", ""technology""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:04:13.319399
1763258950,tweet,Just announced our quarterly earnings - stocks are looking great! 📈 #stocks #business,Just announced our quarterly earnings - stocks are looking great! 📈 #stocks #business,Twitter,,user1,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: stocks, business"", ""sentiment"": ""positive"", ""confidence"": 0.5, ""relevant_keywords"": [""stocks"", ""business""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:09:10.150669
1763258950,tweet,New technology breakthrough in renewable energy market #technology #innovation,New technology breakthrough in renewable energy market #technology #innovation,Twitter,,user1,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: market, technology"", ""sentiment"": ""neutral"", ""confidence"": 0.4, ""relevant_keywords"": [""market"", ""technology""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:09:10.152786
1763258950,tweet,Sales numbers are through the roof this quarter! 🎉 #sales #business,Sales numbers are through the roof this quarter! 🎉 #sales #business,Twitter,,user1,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: sales, business"", ""sentiment"": ""neutral"", ""confidence"": 0.4, ""relevant_keywords"": [""sales"", ""business""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:09:10.154998
1763258950,tweet,Just announced our quarterly earnings - stocks are looking great! 📈 #stocks #business,Just announced our quarterly earnings - stocks are looking great! 📈 #stocks #business,Twitter,,user2,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: stocks, business"", ""sentiment"": ""positive"", ""confidence"": 0.5, ""relevant_keywords"": [""stocks"", ""business""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:09:10.158258
1763258950,tweet,New technology breakthrough in renewable energy market #technology #innovation,New technology breakthrough in renewable energy market #technology #innovation,Twitter,,user2,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: market, technology"", ""sentiment"": ""neutral"", ""confidence"": 0.4, ""relevant_keywords"": [""market"", ""technology""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:09:10.162039
1763258950,tweet,Sales numbers are through the roof this quarter! 🎉 #sales #business,Sales numbers are through the roof this quarter! 🎉 #sales #business,Twitter,,user2,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: sales, business"", ""sentiment"": ""neutral"", ""confidence"": 0.4, ""relevant_keywords"": [""sales"", ""business""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:09:10.165687
1763258950,tweet,Just announced our quarterly earnings - stocks are looking great! 📈 #stocks #business,Just announced our quarterly earnings - stocks are looking great! 📈 #stocks #business,Twitter,,user3,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: stocks, business"", ""sentiment"": ""positive"", ""confidence"": 0.5, ""relevant_keywords"": [""stocks"", ""business""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:09:10.168456
1763258950,tweet,New technology breakthrough in renewable energy market #technology #innovation,New technology breakthrough in renewable energy market #technology #innovation,Twitter,,user3,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: market, technology"", ""sentiment"": ""neutral"", ""confidence"": 0.4, ""relevant_keywords"": [""market"", ""technology""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:09:10.171387
1763258950,tweet,Sales numbers are through the roof this quarter! 🎉 #sales #business,Sales numbers are through the roof this quarter! 🎉 #sales #business,Twitter,,user3,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: sales, business"", ""sentiment"": ""neutral"", ""confidence"": 0.4, ""relevant_keywords"": [""sales"", ""business""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:09:10.174320
1763259105,news,"Two dead, 18 hurt in South Korea after truck crashes into market","A light truck crashed into a market in South Korea, ploughing 150 metres along a passageway lined with stalls before coming to a halt, killing two people and injuring 18, according to emergency officials and media reports.",Press TV (Iran),"https://presstv.ir/Detail/2025/11/13/758753/Two-dead,-18-hurt-in-South-Korea-after-truck-crashes-into-market,-media-reports-say",,Iran,english,middle-east,7,pending,"{""approved"": true, ""reason"": ""Contains: market"", ""sentiment"": ""neutral"", ""confidence"": 0.6000000000000001, ""relevant_keywords"": [""market""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:11:45.360773
1763259105,news,Iran showcases ambition and advances at military museum after setbacks of Israel war,"NBC News was given exclusive access to The National Aerospace Park in Tehran as Iran, Israel and the U.S. could be heading for another war.",NBC News World,https://www.nbcnews.com/world/iran/iran-aerospace-museum-military-advances-israel-war-irgc-rcna243577,,USA,english,americas,8,pending,"{""approved"": true, ""reason"": ""Contains: news"", ""sentiment"": ""neutral"", ""confidence"": 0.6000000000000001, ""relevant_keywords"": [""news""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:11:45.364271
1763259105,news,"Crawling to escape slaughter, people flee Sudan paramilitary group on their hands and knees",Malnourished people are crawling through the desert on their elbows and knees in fear of being caught by fighters from Sudan’s paramilitary Rapid Support Forces.,NBC News World,https://www.nbcnews.com/world/africa/sudan-rapid-support-forces-paramilitary-army-el-fasher-slaughter-rcna242062,,USA,english,americas,8,pending,"{""approved"": true, ""reason"": ""Contains: finance(para)"", ""sentiment"": ""neutral"", ""confidence"": 0.6000000000000001, ""relevant_keywords"": [""finance(para)""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:11:45.366984
1763259105,news,What to know about Elon Musk and China with Tesla's massive 'Gigafactory' in Shanghai,Billionaire tech executive Elon Musk’s relationship with party leaders in China is in the spotlight as the trade war ramps up. NBC News’ Janis Mackey Frayer reports on what this means for his popularity in the country.,NBC News World,https://www.nbcnews.com/now/video/what-to-know-about-elon-musk-and-china-with-tesla-s-massive-gigafactory-in-shanghai-234872389993,,USA,english,americas,8,pending,"{""approved"": true, ""reason"": ""Contains: news"", ""sentiment"": ""neutral"", ""confidence"": 0.6000000000000001, ""relevant_keywords"": [""news""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:11:45.372090
1763259105,news,Dozens rescued after catamaran sinks,A tourist excursion took a shocking turn off the coast of the Dominican Republic when a catamaran started sinking. The emergency sparked a rescue operation and everyone onboard was saved according to officials. NBC News’ George Solis has the story.,NBC News World,https://www.nbcnews.com/nightly-news/video/dozens-rescued-after-catamaran-sinks-251812421902,,USA,english,americas,8,pending,"{""approved"": true, ""reason"": ""Contains: news"", ""sentiment"": ""neutral"", ""confidence"": 0.6000000000000001, ""relevant_keywords"": [""news""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:11:45.375513
1763259105,news,Russia's first AI humanoid robot falls on stage,Russia's first-ever artificial intelligence humanoid robot fell on stage while making it's debut at a technology event. This comes as many countries all over the world are entering the market of humanoid robots. NBC News' Raf Sanchez has more on the emergence of AI empowered bots.,NBC News World,https://www.nbcnews.com/video/russia-s-first-ai-humanoid-robot-falls-on-stage-252025413939,,USA,english,americas,8,pending,"{""approved"": true, ""reason"": ""Contains: market, news, technology"", ""sentiment"": ""negative"", ""confidence"": 0.7000000000000001, ""relevant_keywords"": [""market"", ""news"", ""technology""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:11:45.381107
1763259256,tweet,Just announced our quarterly earnings - stocks are looking great! 📈 #stocks #business,Just announced our quarterly earnings - stocks are looking great! 📈 #stocks #business,Twitter,,user1,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: stocks, business"", ""sentiment"": ""positive"", ""confidence"": 0.5, ""relevant_keywords"": [""stocks"", ""business""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:14:16.259724
1763259256,tweet,New technology breakthrough in renewable energy market #technology #innovation,New technology breakthrough in renewable energy market #technology #innovation,Twitter,,user1,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: market, technology"", ""sentiment"": ""neutral"", ""confidence"": 0.4, ""relevant_keywords"": [""market"", ""technology""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:14:16.261870
1763259256,tweet,Sales numbers are through the roof this quarter! 🎉 #sales #business,Sales numbers are through the roof this quarter! 🎉 #sales #business,Twitter,,user1,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: sales, business"", ""sentiment"": ""neutral"", ""confidence"": 0.4, ""relevant_keywords"": [""sales"", ""business""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:14:16.264606
1763259256,tweet,Just announced our quarterly earnings - stocks are looking great! 📈 #stocks #business,Just announced our quarterly earnings - stocks are looking great! 📈 #stocks #business,Twitter,,user2,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: stocks, business"", ""sentiment"": ""positive"", ""confidence"": 0.5, ""relevant_keywords"": [""stocks"", ""business""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:14:16.266830
1763259256,tweet,New technology breakthrough in renewable energy market #technology #innovation,New technology breakthrough in renewable energy market #technology #innovation,Twitter,,user2,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: market, technology"", ""sentiment"": ""neutral"", ""confidence"": 0.4, ""relevant_keywords"": [""market"", ""technology""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:14:16.268882
1763259256,tweet,Sales numbers are through the roof this quarter! 🎉 #sales #business,Sales numbers are through the roof this quarter! 🎉 #sales #business,Twitter,,user2,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: sales, business"", ""sentiment"": ""neutral"", ""confidence"": 0.4, ""relevant_keywords"": [""sales"", ""business""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:14:16.270718
1763259256,tweet,Just announced our quarterly earnings - stocks are looking great! 📈 #stocks #business,Just announced our quarterly earnings - stocks are looking great! 📈 #stocks #business,Twitter,,user3,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: stocks, business"", ""sentiment"": ""positive"", ""confidence"": 0.5, ""relevant_keywords"": [""stocks"", ""business""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:14:16.272678
1763259256,tweet,New technology breakthrough in renewable energy market #technology #innovation,New technology breakthrough in renewable energy market #technology #innovation,Twitter,,user3,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: market, technology"", ""sentiment"": ""neutral"", ""confidence"": 0.4, ""relevant_keywords"": [""market"", ""technology""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:14:16.274761
1763259256,tweet,Sales numbers are through the roof this quarter! 🎉 #sales #business,Sales numbers are through the roof this quarter! 🎉 #sales #business,Twitter,,user3,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: sales, business"", ""sentiment"": ""neutral"", ""confidence"": 0.4, ""relevant_keywords"": [""sales"", ""business""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:14:16.276632
1763260972,news,"Two dead, 18 hurt in South Korea after truck crashes into market","A light truck crashed into a market in South Korea, ploughing 150 metres along a passageway lined with stalls before coming to a halt, killing two people and injuring 18, according to emergency officials and media reports.",Press TV (Iran),"https://presstv.ir/Detail/2025/11/13/758753/Two-dead,-18-hurt-in-South-Korea-after-truck-crashes-into-market,-media-reports-say",,Iran,english,middle-east,7,pending,"{""approved"": true, ""reason"": ""Contains: market"", ""sentiment"": ""neutral"", ""confidence"": 0.6000000000000001, ""relevant_keywords"": [""market""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:42:52.120958
1763260972,news,Iran showcases ambition and advances at military museum after setbacks of Israel war,"NBC News was given exclusive access to The National Aerospace Park in Tehran as Iran, Israel and the U.S. could be heading for another war.",NBC News World,https://www.nbcnews.com/world/iran/iran-aerospace-museum-military-advances-israel-war-irgc-rcna243577,,USA,english,americas,8,pending,"{""approved"": true, ""reason"": ""Contains: news"", ""sentiment"": ""neutral"", ""confidence"": 0.6000000000000001, ""relevant_keywords"": [""news""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:42:52.124687
1763260972,news,"Crawling to escape slaughter, people flee Sudan paramilitary group on their hands and knees",Malnourished people are crawling through the desert on their elbows and knees in fear of being caught by fighters from Sudan’s paramilitary Rapid Support Forces.,NBC News World,https://www.nbcnews.com/world/africa/sudan-rapid-support-forces-paramilitary-army-el-fasher-slaughter-rcna242062,,USA,english,americas,8,pending,"{""approved"": true, ""reason"": ""Contains: finance(para)"", ""sentiment"": ""neutral"", ""confidence"": 0.6000000000000001, ""relevant_keywords"": [""finance(para)""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:42:52.126753
1763260972,news,What to know about Elon Musk and China with Tesla's massive 'Gigafactory' in Shanghai,Billionaire tech executive Elon Musk’s relationship with party leaders in China is in the spotlight as the trade war ramps up. NBC News’ Janis Mackey Frayer reports on what this means for his popularity in the country.,NBC News World,https://www.nbcnews.com/now/video/what-to-know-about-elon-musk-and-china-with-tesla-s-massive-gigafactory-in-shanghai-234872389993,,USA,english,americas,8,pending,"{""approved"": true, ""reason"": ""Contains: news"", ""sentiment"": ""neutral"", ""confidence"": 0.6000000000000001, ""relevant_keywords"": [""news""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:42:52.129383
1763260972,news,Dozens rescued after catamaran sinks,A tourist excursion took a shocking turn off the coast of the Dominican Republic when a catamaran started sinking. The emergency sparked a rescue operation and everyone onboard was saved according to officials. NBC News’ George Solis has the story.,NBC News World,https://www.nbcnews.com/nightly-news/video/dozens-rescued-after-catamaran-sinks-251812421902,,USA,english,americas,8,pending,"{""approved"": true, ""reason"": ""Contains: news"", ""sentiment"": ""neutral"", ""confidence"": 0.6000000000000001, ""relevant_keywords"": [""news""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:42:52.131502
1763260972,news,Russia's first AI humanoid robot falls on stage,Russia's first-ever artificial intelligence humanoid robot fell on stage while making it's debut at a technology event. This comes as many countries all over the world are entering the market of humanoid robots. NBC News' Raf Sanchez has more on the emergence of AI empowered bots.,NBC News World,https://www.nbcnews.com/video/russia-s-first-ai-humanoid-robot-falls-on-stage-252025413939,,USA,english,americas,8,pending,"{""approved"": true, ""reason"": ""Contains: market, news, technology"", ""sentiment"": ""negative"", ""confidence"": 0.7000000000000001, ""relevant_keywords"": [""market"", ""news"", ""technology""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:42:52.133723
1763261101,tweet,Just announced our quarterly earnings - stocks are looking great! 📈 #stocks #business,Just announced our quarterly earnings - stocks are looking great! 📈 #stocks #business,Twitter,,tech_news,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: stocks, business"", ""sentiment"": ""positive"", ""confidence"": 0.5, ""relevant_keywords"": [""stocks"", ""business""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:45:01.167827
1763261101,tweet,New technology breakthrough in renewable energy market #technology #innovation,New technology breakthrough in renewable energy market #technology #innovation,Twitter,,tech_news,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: market, technology"", ""sentiment"": ""neutral"", ""confidence"": 0.4, ""relevant_keywords"": [""market"", ""technology""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:45:01.170321
1763261101,tweet,Sales numbers are through the roof this quarter! 🎉 #sales #business,Sales numbers are through the roof this quarter! 🎉 #sales #business,Twitter,,tech_news,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: sales, business"", ""sentiment"": ""neutral"", ""confidence"": 0.4, ""relevant_keywords"": [""sales"", ""business""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:45:01.172716
